,c1,c2,c3,c4,c5,c6,c7,c8,c9,m,p,b
1202,0,1,1,1,-1,-1,-1,0,0,0,X,-XXXOOO--
1203,-1,0,0,0,-1,1,-1,1,1,2,X,O---OXOXX
1204,-1,0,0,0,-1,1,1,-1,1,2,X,O---OXXOX
1205,-1,0,0,0,-1,1,1,1,-1,1,X,O---OXXXO
1206,-1,0,0,0,1,-1,-1,1,1,1,X,O---XOOXX
1207,-1,0,0,0,1,-1,1,-1,1,2,X,O---XOXOX
1208,-1,0,0,0,1,-1,1,1,-1,1,X,O---XOXXO
1209,-1,0,0,0,1,1,-1,-1,1,2,X,O---XXOOX
1210,-1,0,0,0,1,1,-1,1,-1,1,X,O---XXOXO
1211,-1,0,0,0,1,1,1,-1,-1,2,X,O---XXXOO
1212,-1,0,0,-1,0,1,1,-1,1,2,X,O--O-XXOX
1213,-1,0,0,-1,0,1,1,1,-1,4,X,O--O-XXXO
1214,-1,0,0,-1,-1,1,0,1,1,2,X,O--OOX-XX
1215,-1,0,0,-1,-1,1,1,0,1,2,X,O--OOXX-X
1216,-1,0,0,-1,-1,1,1,1,0,8,X,O--OOXXX-
1217,-1,0,0,-1,1,0,1,-1,1,2,X,O--OX-XOX
1218,-1,0,0,-1,1,0,1,1,-1,1,X,O--OX-XXO
1219,-1,0,0,-1,1,-1,0,1,1,1,X,O--OXO-XX
1220,-1,0,0,-1,1,-1,1,0,1,2,X,O--OXOX-X
1221,-1,0,0,-1,1,-1,1,1,0,1,X,O--OXOXX-
1222,-1,0,0,-1,1,1,0,-1,1,2,X,O--OXX-OX
1223,-1,0,0,-1,1,1,0,1,-1,1,X,O--OXX-XO
1224,-1,0,0,-1,1,1,1,0,-1,2,X,O--OXXX-O
1225,-1,0,0,-1,1,1,1,-1,0,2,X,O--OXXXO-
1226,-1,0,0,1,0,-1,-1,1,1,1,X,O--X-OOXX
1227,-1,0,0,1,0,-1,1,-1,1,1,X,O--X-OXOX
1228,-1,0,0,1,0,-1,1,1,-1,1,X,O--X-OXXO
1229,-1,0,0,1,0,1,-1,-1,1,2,X,O--X-XOOX
1230,-1,0,0,1,0,1,-1,1,-1,4,X,O--X-XOXO
1231,-1,0,0,1,0,1,1,-1,-1,4,X,O--X-XXOO
1232,-1,0,0,1,-1,0,-1,1,1,2,X,O--XO-OXX
1233,-1,0,0,1,-1,0,1,-1,1,1,X,O--XO-XOX
1234,-1,0,0,1,-1,0,1,1,-1,1,X,O--XO-XXO
1235,-1,0,0,1,-1,-1,0,1,1,6,X,O--XOO-XX
1236,-1,0,0,1,-1,-1,1,0,1,7,X,O--XOOX-X
1237,-1,0,0,1,-1,-1,1,1,0,8,X,O--XOOXX-
1238,-1,0,0,1,-1,1,0,-1,1,2,X,O--XOX-OX
1239,-1,0,0,1,-1,1,0,1,-1,1,X,O--XOX-XO
1240,-1,0,0,1,-1,1,-1,0,1,2,X,O--XOXO-X
1241,-1,0,0,1,-1,1,-1,1,0,1,X,O--XOXOX-
1242,-1,0,0,1,-1,1,1,0,-1,1,X,O--XOXX-O
1243,-1,0,0,1,-1,1,1,-1,0,1,X,O--XOXXO-
1244,-1,0,0,1,1,0,-1,-1,1,5,X,O--XX-OOX
1245,-1,0,0,1,1,0,-1,1,-1,1,X,O--XX-OXO
1246,-1,0,0,1,1,0,1,-1,-1,2,X,O--XX-XOO
1247,-1,0,0,1,1,-1,0,-1,1,1,X,O--XXO-OX
1248,-1,0,0,1,1,-1,0,1,-1,1,X,O--XXO-XO
1249,-1,0,0,1,1,-1,-1,0,1,1,X,O--XXOO-X
1250,-1,0,0,1,1,-1,-1,1,0,1,X,O--XXOOX-
1251,-1,0,0,1,1,-1,1,0,-1,2,X,O--XXOX-O
1252,-1,0,0,1,1,-1,1,-1,0,2,X,O--XXOXO-
1253,-1,0,-1,0,0,1,-1,1,1,1,X,O-O--XOXX
1254,-1,0,-1,0,0,1,1,-1,1,1,X,O-O--XXOX
1255,-1,0,-1,0,0,1,1,1,-1,1,X,O-O--XXXO
1256,-1,0,-1,0,-1,1,0,1,1,6,X,O-O-OX-XX
1257,-1,0,-1,0,-1,1,1,0,1,7,X,O-O-OXX-X
1258,-1,0,-1,0,-1,1,1,1,0,8,X,O-O-OXXX-
1259,-1,0,-1,0,1,0,-1,1,1,1,X,O-O-X-OXX
1260,-1,0,-1,0,1,0,1,-1,1,1,X,O-O-X-XOX
1261,-1,0,-1,0,1,0,1,1,-1,1,X,O-O-X-XXO
1262,-1,0,-1,0,1,-1,0,1,1,1,X,O-O-XO-XX
1263,-1,0,-1,0,1,-1,1,0,1,7,X,O-O-XOX-X
1264,-1,0,-1,0,1,-1,1,1,0,1,X,O-O-XOXX-
1265,-1,0,-1,0,1,1,0,-1,1,3,X,O-O-XX-OX
1266,-1,0,-1,0,1,1,0,1,-1,1,X,O-O-XX-XO
1267,-1,0,-1,0,1,1,-1,0,1,3,X,O-O-XXO-X
1268,-1,0,-1,0,1,1,-1,1,0,1,X,O-O-XXOX-
1269,-1,0,-1,0,1,1,1,0,-1,3,X,O-O-XXX-O
1270,-1,0,-1,0,1,1,1,-1,0,3,X,O-O-XXXO-
1271,-1,0,-1,-1,0,1,0,1,1,6,X,O-OO-X-XX
1272,-1,0,-1,-1,0,1,1,0,1,7,X,O-OO-XX-X
1273,-1,0,-1,-1,0,1,1,1,0,8,X,O-OO-XXX-
1274,-1,0,-1,-1,1,0,0,1,1,1,X,O-OOX--XX
1275,-1,0,-1,-1,1,0,1,0,1,7,X,O-OOX-X-X
1276,-1,0,-1,-1,1,0,1,1,0,1,X,O-OOX-XX-
1277,-1,0,-1,-1,1,1,0,0,1,1,X,O-OOXX--X
1278,-1,0,-1,-1,1,1,0,1,0,1,X,O-OOXX-X-
1279,-1,0,-1,-1,1,1,1,0,0,1,X,O-OOXXX--
1280,-1,0,-1,1,0,0,-1,1,1,1,X,O-OX--OXX
1281,-1,0,-1,1,0,0,1,-1,1,1,X,O-OX--XOX
1282,-1,0,-1,1,0,0,1,1,-1,1,X,O-OX--XXO
1283,-1,0,-1,1,0,-1,0,1,1,6,X,O-OX-O-XX
1284,-1,0,-1,1,0,-1,1,0,1,7,X,O-OX-OX-X
1285,-1,0,-1,1,0,-1,1,1,0,8,X,O-OX-OXX-
1286,-1,0,-1,1,0,1,0,-1,1,4,X,O-OX-X-OX
1287,-1,0,-1,1,0,1,0,1,-1,4,X,O-OX-X-XO
1288,-1,0,-1,1,0,1,-1,0,1,4,X,O-OX-XO-X
1289,-1,0,-1,1,0,1,-1,1,0,4,X,O-OX-XOX-
1290,-1,0,-1,1,0,1,1,0,-1,4,X,O-OX-XX-O
1291,-1,0,-1,1,0,1,1,-1,0,4,X,O-OX-XXO-
1292,-1,0,-1,1,-1,0,0,1,1,6,X,O-OXO--XX
1293,-1,0,-1,1,-1,0,1,0,1,7,X,O-OXO-X-X
1294,-1,0,-1,1,-1,0,1,1,0,8,X,O-OXO-XX-
1295,-1,0,-1,1,-1,1,0,0,1,1,X,O-OXOX--X
1296,-1,0,-1,1,-1,1,0,1,0,1,X,O-OXOX-X-
1297,-1,0,-1,1,-1,1,1,0,0,1,X,O-OXOXX--
1298,-1,0,-1,1,1,0,0,-1,1,5,X,O-OXX--OX
1299,-1,0,-1,1,1,0,0,1,-1,1,X,O-OXX--XO
1300,-1,0,-1,1,1,0,-1,0,1,5,X,O-OXX-O-X
1301,-1,0,-1,1,1,0,-1,1,0,1,X,O-OXX-OX-
1302,-1,0,-1,1,1,0,1,0,-1,5,X,O-OXX-X-O
1303,-1,0,-1,1,1,0,1,-1,0,5,X,O-OXX-XO-
1304,-1,0,-1,1,1,-1,0,0,1,1,X,O-OXXO--X
1305,-1,0,-1,1,1,-1,0,1,0,1,X,O-OXXO-X-
1306,-1,0,-1,1,1,-1,1,0,0,1,X,O-OXXOX--
1307,-1,0,1,0,0,-1,-1,1,1,3,X,O-X--OOXX
1308,-1,0,1,0,0,-1,1,-1,1,4,X,O-X--OXOX
1309,-1,0,1,0,0,-1,1,1,-1,4,X,O-X--OXXO
1310,-1,0,1,0,0,1,-1,1,-1,1,X,O-X--XOXO
1311,-1,0,1,0,0,1,1,-1,-1,4,X,O-X--XXOO
1312,-1,0,1,0,-1,0,-1,1,1,5,X,O-X-O-OXX
1313,-1,0,1,0,-1,0,1,-1,1,5,X,O-X-O-XOX
1314,-1,0,1,0,-1,-1,0,1,1,6,X,O-X-OO-XX
1315,-1,0,1,0,-1,-1,1,0,1,7,X,O-X-OOX-X
1316,-1,0,1,0,-1,-1,1,1,0,8,X,O-X-OOXX-
1317,-1,0,1,0,-1,1,-1,1,0,8,X,O-X-OXOX-
1318,-1,0,1,0,-1,1,1,-1,0,8,X,O-X-OXXO-
1319,-1,0,1,0,1,0,-1,-1,1,5,X,O-X-X-OOX
1320,-1,0,1,0,1,0,-1,1,-1,1,X,O-X-X-OXO
1321,-1,0,1,0,1,-1,0,-1,1,6,X,O-X-XO-OX
1322,-1,0,1,0,1,-1,0,1,-1,1,X,O-X-XO-XO
1323,-1,0,1,0,1,-1,-1,0,1,3,X,O-X-XOO-X
1324,-1,0,1,0,1,-1,-1,1,0,1,X,O-X-XOOX-
1325,-1,0,1,0,1,1,0,-1,-1,3,X,O-X-XX-OO
1326,-1,0,1,0,1,1,-1,0,-1,3,X,O-X-XXO-O
1327,-1,0,1,0,1,1,-1,-1,0,3,X,O-X-XXOO-
1328,-1,0,1,-1,0,0,1,-1,1,4,X,O-XO--XOX
1329,-1,0,1,-1,0,0,1,1,-1,4,X,O-XO--XXO
1330,-1,0,1,-1,0,-1,0,1,1,6,X,O-XO-O-XX
1331,-1,0,1,-1,0,-1,1,0,1,4,X,O-XO-OX-X
1332,-1,0,1,-1,0,-1,1,1,0,4,X,O-XO-OXX-
1333,-1,0,1,-1,0,1,0,1,-1,1,X,O-XO-X-XO
1334,-1,0,1,-1,0,1,1,0,-1,4,X,O-XO-XX-O
1335,-1,0,1,-1,0,1,1,-1,0,4,X,O-XO-XXO-
1336,-1,0,1,-1,-1,0,0,1,1,5,X,O-XOO--XX
1337,-1,0,1,-1,-1,0,1,0,1,5,X,O-XOO-X-X
1338,-1,0,1,-1,-1,0,1,1,0,8,X,O-XOO-XX-
1339,-1,0,1,-1,-1,1,0,1,0,8,X,O-XOOX-X-
1340,-1,0,1,-1,-1,1,1,0,0,8,X,O-XOOXX--
1341,-1,0,1,-1,1,0,0,-1,1,5,X,O-XOX--OX
1342,-1,0,1,-1,1,0,0,1,-1,1,X,O-XOX--XO
1343,-1,0,1,-1,1,-1,0,0,1,6,X,O-XOXO--X
1344,-1,0,1,-1,1,-1,0,1,0,1,X,O-XOXO-X-
1345,-1,0,1,-1,1,1,0,0,-1,6,X,O-XOXX--O
1346,-1,0,1,-1,1,1,0,-1,0,6,X,O-XOXX-O-
1347,-1,0,1,1,0,0,-1,-1,1,5,X,O-XX--OOX
1348,-1,0,1,1,0,0,-1,1,-1,4,X,O-XX--OXO
1349,-1,0,1,1,0,0,1,-1,-1,4,X,O-XX--XOO
1350,-1,0,1,1,0,-1,0,-1,1,1,X,O-XX-O-OX
1351,-1,0,1,1,0,-1,0,1,-1,4,X,O-XX-O-XO
1352,-1,0,1,1,0,-1,-1,0,1,1,X,O-XX-OO-X
1353,-1,0,1,1,0,-1,-1,1,0,1,X,O-XX-OOX-
1354,-1,0,1,1,0,-1,1,0,-1,4,X,O-XX-OX-O
1355,-1,0,1,1,0,-1,1,-1,0,4,X,O-XX-OXO-
1356,-1,0,1,1,0,1,0,-1,-1,4,X,O-XX-X-OO
1357,-1,0,1,1,0,1,-1,0,-1,4,X,O-XX-XO-O
1358,-1,0,1,1,0,1,-1,-1,0,4,X,O-XX-XOO-
1359,-1,0,1,1,-1,0,0,-1,1,5,X,O-XXO--OX
1360,-1,0,1,1,-1,0,-1,0,1,5,X,O-XXO-O-X
1361,-1,0,1,1,-1,0,-1,1,0,8,X,O-XXO-OX-
1362,-1,0,1,1,-1,0,1,-1,0,1,X,O-XXO-XO-
1363,-1,0,1,1,-1,-1,0,0,1,1,X,O-XXOO--X
1364,-1,0,1,1,-1,-1,0,1,0,8,X,O-XXOO-X-
1365,-1,0,1,1,-1,-1,1,0,0,8,X,O-XXOOX--
1366,-1,0,1,1,-1,1,0,-1,0,8,X,O-XXOX-O-
1367,-1,0,1,1,-1,1,-1,0,0,8,X,O-XXOXO--
1368,-1,0,1,1,1,0,0,-1,-1,5,X,O-XXX--OO
1369,-1,0,1,1,1,0,-1,0,-1,5,X,O-XXX-O-O
1370,-1,0,1,1,1,0,-1,-1,0,5,X,O-XXX-OO-
1371,-1,0,1,1,1,-1,0,0,-1,6,X,O-XXXO--O
1372,-1,0,1,1,1,-1,0,-1,0,6,X,O-XXXO-O-
1373,-1,0,1,1,1,-1,-1,0,0,1,X,O-XXXOO--
1374,-1,-1,0,0,0,1,-1,1,1,2,X,OO---XOXX
1375,-1,-1,0,0,0,1,1,-1,1,2,X,OO---XXOX
1376,-1,-1,0,0,0,1,1,1,-1,2,X,OO---XXXO
1377,-1,-1,0,0,-1,1,0,1,1,2,X,OO--OX-XX
1378,-1,-1,0,0,-1,1,1,0,1,2,X,OO--OXX-X
1379,-1,-1,0,0,-1,1,1,1,0,8,X,OO--OXXX-
1380,-1,-1,0,0,1,0,-1,1,1,2,X,OO--X-OXX
1381,-1,-1,0,0,1,0,1,-1,1,2,X,OO--X-XOX
1382,-1,-1,0,0,1,0,1,1,-1,2,X,OO--X-XXO
1383,-1,-1,0,0,1,-1,0,1,1,6,X,OO--XO-XX
1384,-1,-1,0,0,1,-1,1,0,1,2,X,OO--XOX-X
1385,-1,-1,0,0,1,-1,1,1,0,2,X,OO--XOXX-
1386,-1,-1,0,0,1,1,0,-1,1,2,X,OO--XX-OX
1387,-1,-1,0,0,1,1,0,1,-1,3,X,OO--XX-XO
1388,-1,-1,0,0,1,1,-1,0,1,2,X,OO--XXO-X
1389,-1,-1,0,0,1,1,-1,1,0,3,X,OO--XXOX-
1390,-1,-1,0,0,1,1,1,0,-1,2,X,OO--XXX-O
1391,-1,-1,0,0,1,1,1,-1,0,2,X,OO--XXXO-
1392,-1,-1,0,-1,0,1,0,1,1,2,X,OO-O-X-XX
1393,-1,-1,0,-1,0,1,1,0,1,2,X,OO-O-XX-X
1394,-1,-1,0,-1,0,1,1,1,0,8,X,OO-O-XXX-
1395,-1,-1,0,-1,1,0,0,1,1,6,X,OO-OX--XX
1396,-1,-1,0,-1,1,0,1,0,1,2,X,OO-OX-X-X
1397,-1,-1,0,-1,1,0,1,1,0,2,X,OO-OX-XX-
1398,-1,-1,0,-1,1,1,0,0,1,2,X,OO-OXX--X
1399,-1,-1,0,-1,1,1,0,1,0,2,X,OO-OXX-X-
1400,-1,-1,0,-1,1,1,1,0,0,2,X,OO-OXXX--
1401,-1,-1,0,1,0,0,-1,1,1,2,X,OO-X--OXX
1402,-1,-1,0,1,0,0,1,-1,1,2,X,OO-X--XOX
1403,-1,-1,0,1,0,0,1,1,-1,2,X,OO-X--XXO
1404,-1,-1,0,1,0,-1,0,1,1,6,X,OO-X-O-XX
1405,-1,-1,0,1,0,-1,1,0,1,7,X,OO-X-OX-X
1406,-1,-1,0,1,0,-1,1,1,0,8,X,OO-X-OXX-
1407,-1,-1,0,1,0,1,0,-1,1,2,X,OO-X-X-OX
1408,-1,-1,0,1,0,1,0,1,-1,4,X,OO-X-X-XO
1409,-1,-1,0,1,0,1,-1,0,1,2,X,OO-X-XO-X
1410,-1,-1,0,1,0,1,-1,1,0,4,X,OO-X-XOX-
1411,-1,-1,0,1,0,1,1,0,-1,4,X,OO-X-XX-O
1412,-1,-1,0,1,0,1,1,-1,0,4,X,OO-X-XXO-
1413,-1,-1,0,1,-1,0,0,1,1,6,X,OO-XO--XX
1414,-1,-1,0,1,-1,0,1,0,1,7,X,OO-XO-X-X
1415,-1,-1,0,1,-1,0,1,1,0,8,X,OO-XO-XX-
1416,-1,-1,0,1,-1,1,0,0,1,2,X,OO-XOX--X
1417,-1,-1,0,1,-1,1,0,1,0,2,X,OO-XOX-X-
1418,-1,-1,0,1,-1,1,1,0,0,2,X,OO-XOXX--
1419,-1,-1,0,1,1,0,0,-1,1,5,X,OO-XX--OX
1420,-1,-1,0,1,1,0,0,1,-1,5,X,OO-XX--XO
1421,-1,-1,0,1,1,0,-1,0,1,5,X,OO-XX-O-X
1422,-1,-1,0,1,1,0,-1,1,0,5,X,OO-XX-OX-
1423,-1,-1,0,1,1,0,1,0,-1,2,X,OO-XX-X-O
1424,-1,-1,0,1,1,0,1,-1,0,2,X,OO-XX-XO-
1425,-1,-1,0,1,1,-1,0,0,1,2,X,OO-XXO--X
1426,-1,-1,0,1,1,-1,0,1,0,2,X,OO-XXO-X-
1427,-1,-1,0,1,1,-1,1,0,0,2,X,OO-XXOX--
1428,-1,-1,1,0,0,0,-1,1,1,5,X,OOX---OXX
1429,-1,-1,1,0,0,0,1,-1,1,4,X,OOX---XOX
1430,-1,-1,1,0,0,0,1,1,-1,4,X,OOX---XXO
1431,-1,-1,1,0,0,-1,0,1,1,6,X,OOX--O-XX
1432,-1,-1,1,0,0,-1,1,0,1,4,X,OOX--OX-X
1433,-1,-1,1,0,0,-1,1,1,0,4,X,OOX--OXX-
1434,-1,-1,1,0,0,1,0,1,-1,4,X,OOX--X-XO
1435,-1,-1,1,0,0,1,-1,1,0,8,X,OOX--XOX-
1436,-1,-1,1,0,0,1,1,0,-1,4,X,OOX--XX-O
1437,-1,-1,1,0,0,1,1,-1,0,4,X,OOX--XXO-
1438,-1,-1,1,0,-1,0,0,1,1,5,X,OOX-O--XX
1439,-1,-1,1,0,-1,0,1,0,1,5,X,OOX-O-X-X
1440,-1,-1,1,0,-1,0,1,1,0,8,X,OOX-O-XX-
1441,-1,-1,1,0,-1,1,0,1,0,8,X,OOX-OX-X-
1442,-1,-1,1,0,-1,1,1,0,0,8,X,OOX-OXX--
1443,-1,-1,1,0,1,0,0,-1,1,5,X,OOX-X--OX
1444,-1,-1,1,0,1,0,0,1,-1,6,X,OOX-X--XO
1445,-1,-1,1,0,1,0,-1,0,1,5,X,OOX-X-O-X
1446,-1,-1,1,0,1,0,-1,1,0,3,X,OOX-X-OX-
1447,-1,-1,1,0,1,-1,0,0,1,6,X,OOX-XO--X
1448,-1,-1,1,0,1,-1,0,1,0,6,X,OOX-XO-X-
1449,-1,-1,1,0,1,1,0,0,-1,3,X,OOX-XX--O
1450,-1,-1,1,0,1,1,0,-1,0,3,X,OOX-XX-O-
1451,-1,-1,1,0,1,1,-1,0,0,3,X,OOX-XXO--
1452,-1,-1,1,-1,0,0,0,1,1,5,X,OOXO---XX
1453,-1,-1,1,-1,0,0,1,0,1,4,X,OOXO--X-X
1454,-1,-1,1,-1,0,0,1,1,0,4,X,OOXO--XX-
1455,-1,-1,1,-1,0,1,0,1,0,8,X,OOXO-X-X-
1456,-1,-1,1,-1,0,1,1,0,0,4,X,OOXO-XX--
1457,-1,-1,1,-1,1,0,0,0,1,5,X,OOXOX---X
1458,-1,-1,1,-1,1,0,0,1,0,6,X,OOXOX--X-
1459,-1,-1,1,-1,1,1,0,0,0,6,X,OOXOXX---
1460,-1,-1,1,1,0,0,0,-1,1,5,X,OOXX---OX
1461,-1,-1,1,1,0,0,0,1,-1,4,X,OOXX---XO
1462,-1,-1,1,1,0,0,-1,0,1,5,X,OOXX--O-X
1463,-1,-1,1,1,0,0,-1,1,0,5,X,OOXX--OX-
1464,-1,-1,1,1,0,0,1,0,-1,4,X,OOXX--X-O
1465,-1,-1,1,1,0,0,1,-1,0,4,X,OOXX--XO-
1466,-1,-1,1,1,0,-1,0,0,1,6,X,OOXX-O--X
1467,-1,-1,1,1,0,-1,0,1,0,6,X,OOXX-O-X-
1468,-1,-1,1,1,0,-1,1,0,0,4,X,OOXX-OX--
1469,-1,-1,1,1,0,1,0,0,-1,4,X,OOXX-X--O
1470,-1,-1,1,1,0,1,0,-1,0,4,X,OOXX-X-O-
1471,-1,-1,1,1,0,1,-1,0,0,4,X,OOXX-XO--
1472,-1,-1,1,1,-1,0,0,0,1,5,X,OOXXO---X
1473,-1,-1,1,1,-1,0,0,1,0,8,X,OOXXO--X-
1474,-1,-1,1,1,-1,0,1,0,0,5,X,OOXXO-X--
1475,-1,-1,1,1,-1,1,0,0,0,8,X,OOXXOX---
1476,-1,-1,1,1,1,0,0,0,-1,5,X,OOXXX---O
1477,-1,-1,1,1,1,0,0,-1,0,5,X,OOXXX--O-
1478,-1,-1,1,1,1,0,-1,0,0,5,X,OOXXX-O--
1479,-1,-1,1,1,1,-1,0,0,0,6,X,OOXXXO---
1480,-1,1,0,0,0,-1,-1,1,1,4,X,OX---OOXX
1481,-1,1,0,0,0,-1,1,-1,1,2,X,OX---OXOX
1482,-1,1,0,0,0,-1,1,1,-1,4,X,OX---OXXO
1483,-1,1,0,0,0,1,-1,-1,1,2,X,OX---XOOX
1484,-1,1,0,0,0,1,-1,1,-1,4,X,OX---XOXO
1485,-1,1,0,0,0,1,1,-1,-1,4,X,OX---XXOO
1486,-1,1,0,0,-1,0,-1,1,1,2,X,OX--O-OXX
1487,-1,1,0,0,-1,0,1,-1,1,2,X,OX--O-XOX
1488,-1,1,0,0,-1,0,1,1,-1,2,X,OX--O-XXO
1489,-1,1,0,0,-1,-1,0,1,1,6,X,OX--OO-XX
1490,-1,1,0,0,-1,-1,1,0,1,7,X,OX--OOX-X
1491,-1,1,0,0,-1,-1,1,1,0,8,X,OX--OOXX-
1492,-1,1,0,0,-1,1,0,-1,1,2,X,OX--OX-OX
1493,-1,1,0,0,-1,1,0,1,-1,2,X,OX--OX-XO
1494,-1,1,0,0,-1,1,-1,0,1,2,X,OX--OXO-X
1495,-1,1,0,0,-1,1,-1,1,0,2,X,OX--OXOX-
1496,-1,1,0,0,-1,1,1,0,-1,2,X,OX--OXX-O
1497,-1,1,0,0,-1,1,1,-1,0,8,X,OX--OXXO-
1498,-1,1,0,0,1,0,-1,-1,1,3,X,OX--X-OOX
1499,-1,1,0,0,1,0,1,-1,-1,2,X,OX--X-XOO
1500,-1,1,0,0,1,-1,0,-1,1,2,X,OX--XO-OX
1501,-1,1,0,0,1,-1,-1,0,1,7,X,OX--XOO-X
1502,-1,1,0,0,1,-1,1,0,-1,2,X,OX--XOX-O
1503,-1,1,0,0,1,-1,1,-1,0,2,X,OX--XOXO-
1504,-1,1,0,0,1,1,0,-1,-1,3,X,OX--XX-OO
1505,-1,1,0,0,1,1,-1,0,-1,3,X,OX--XXO-O
1506,-1,1,0,0,1,1,-1,-1,0,3,X,OX--XXOO-
1507,-1,1,0,-1,0,0,1,-1,1,2,X,OX-O--XOX
1508,-1,1,0,-1,0,0,1,1,-1,4,X,OX-O--XXO
1509,-1,1,0,-1,0,-1,0,1,1,4,X,OX-O-O-XX
1510,-1,1,0,-1,0,-1,1,0,1,7,X,OX-O-OX-X
1511,-1,1,0,-1,0,-1,1,1,0,4,X,OX-O-OXX-
1512,-1,1,0,-1,0,1,0,-1,1,2,X,OX-O-X-OX
1513,-1,1,0,-1,0,1,0,1,-1,4,X,OX-O-X-XO
1514,-1,1,0,-1,0,1,1,0,-1,4,X,OX-O-XX-O
1515,-1,1,0,-1,0,1,1,-1,0,2,X,OX-O-XXO-
1516,-1,1,0,-1,-1,0,0,1,1,6,X,OX-OO--XX
1517,-1,1,0,-1,-1,0,1,0,1,7,X,OX-OO-X-X
1518,-1,1,0,-1,-1,0,1,1,0,8,X,OX-OO-XX-
1519,-1,1,0,-1,-1,1,0,0,1,2,X,OX-OOX--X
1520,-1,1,0,-1,-1,1,0,1,0,2,X,OX-OOX-X-
1521,-1,1,0,-1,-1,1,1,0,0,8,X,OX-OOXX--
1522,-1,1,0,-1,1,0,0,-1,1,6,X,OX-OX--OX
1523,-1,1,0,-1,1,0,1,0,-1,2,X,OX-OX-X-O
1524,-1,1,0,-1,1,0,1,-1,0,2,X,OX-OX-XO-
1525,-1,1,0,-1,1,-1,0,0,1,7,X,OX-OXO--X
1526,-1,1,0,-1,1,-1,1,0,0,2,X,OX-OXOX--
1527,-1,1,0,-1,1,1,0,0,-1,7,X,OX-OXX--O
1528,-1,1,0,-1,1,1,0,-1,0,6,X,OX-OXX-O-
1529,-1,1,0,1,0,0,-1,-1,1,5,X,OX-X--OOX
1530,-1,1,0,1,0,0,-1,1,-1,4,X,OX-X--OXO
1531,-1,1,0,1,0,0,1,-1,-1,4,X,OX-X--XOO
1532,-1,1,0,1,0,-1,0,-1,1,2,X,OX-X-O-OX
1533,-1,1,0,1,0,-1,0,1,-1,4,X,OX-X-O-XO
1534,-1,1,0,1,0,-1,-1,0,1,2,X,OX-X-OO-X
1535,-1,1,0,1,0,-1,-1,1,0,4,X,OX-X-OOX-
1536,-1,1,0,1,0,-1,1,0,-1,2,X,OX-X-OX-O
1537,-1,1,0,1,0,-1,1,-1,0,2,X,OX-X-OXO-
1538,-1,1,0,1,0,1,0,-1,-1,4,X,OX-X-X-OO
1539,-1,1,0,1,0,1,-1,0,-1,4,X,OX-X-XO-O
1540,-1,1,0,1,0,1,-1,-1,0,4,X,OX-X-XOO-
1541,-1,1,0,1,-1,0,0,-1,1,2,X,OX-XO--OX
1542,-1,1,0,1,-1,0,0,1,-1,2,X,OX-XO--XO
1543,-1,1,0,1,-1,0,-1,0,1,2,X,OX-XO-O-X
1544,-1,1,0,1,-1,0,-1,1,0,2,X,OX-XO-OX-
1545,-1,1,0,1,-1,0,1,0,-1,2,X,OX-XO-X-O
1546,-1,1,0,1,-1,0,1,-1,0,8,X,OX-XO-XO-
1547,-1,1,0,1,-1,-1,0,0,1,2,X,OX-XOO--X
1548,-1,1,0,1,-1,-1,0,1,0,8,X,OX-XOO-X-
1549,-1,1,0,1,-1,-1,1,0,0,8,X,OX-XOOX--
1550,-1,1,0,1,-1,1,0,0,-1,2,X,OX-XOX--O
1551,-1,1,0,1,-1,1,0,-1,0,8,X,OX-XOX-O-
1552,-1,1,0,1,-1,1,-1,0,0,2,X,OX-XOXO--
1553,-1,1,0,1,1,0,0,-1,-1,5,X,OX-XX--OO
1554,-1,1,0,1,1,0,-1,0,-1,5,X,OX-XX-O-O
1555,-1,1,0,1,1,0,-1,-1,0,5,X,OX-XX-OO-
1556,-1,1,0,1,1,-1,0,0,-1,7,X,OX-XXO--O
1557,-1,1,0,1,1,-1,0,-1,0,2,X,OX-XXO-O-
1558,-1,1,0,1,1,-1,-1,0,0,7,X,OX-XXOO--
1559,-1,1,-1,0,0,0,-1,1,1,4,X,OXO---OXX
1560,-1,1,-1,0,0,0,1,-1,1,3,X,OXO---XOX
1561,-1,1,-1,0,0,0,1,1,-1,4,X,OXO---XXO
1562,-1,1,-1,0,0,-1,0,1,1,4,X,OXO--O-XX
1563,-1,1,-1,0,0,-1,1,0,1,7,X,OXO--OX-X
1564,-1,1,-1,0,0,-1,1,1,0,4,X,OXO--OXX-
1565,-1,1,-1,0,0,1,0,-1,1,3,X,OXO--X-OX
1566,-1,1,-1,0,0,1,0,1,-1,4,X,OXO--X-XO
1567,-1,1,-1,0,0,1,-1,0,1,3,X,OXO--XO-X
1568,-1,1,-1,0,0,1,-1,1,0,4,X,OXO--XOX-
1569,-1,1,-1,0,0,1,1,0,-1,4,X,OXO--XX-O
1570,-1,1,-1,0,0,1,1,-1,0,3,X,OXO--XXO-
1571,-1,1,-1,0,-1,0,0,1,1,6,X,OXO-O--XX
1572,-1,1,-1,0,-1,0,1,0,1,7,X,OXO-O-X-X
1573,-1,1,-1,0,-1,0,1,1,0,8,X,OXO-O-XX-
1574,-1,1,-1,0,-1,1,0,0,1,6,X,OXO-OX--X
1575,-1,1,-1,0,-1,1,0,1,0,3,X,OXO-OX-X-
